stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\fufux\Documents\ProjetoIntegrador\game\project\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.22762] added dtor for bitmap 0000022EAFB989D0, func 00007FF80319118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.26380] opening ./Assets/SettingsPage.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.26409] opening ./Assets/SettingsPage.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.26426] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.26434] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.26441] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.26445] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.26450] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.26455] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.26461] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.26466] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.26471] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.26475] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.26480] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.26485] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.26491] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.26816] added dtor for bitmap 0000022EAFB98DB0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.30174] added dtor for queue 0000022EA84DB050, func 00007FF803191C49
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.34032] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.34042] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.34075] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.34082] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.34374] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.34381] _al_d3d_sync_bitmap (video) ref count == 1
d3d      I         d3d_disp.cpp:910  d3d_destroy_display              [   2.08720] destroying display 0000022EA9F21590 (current 0000000000000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   2.09011] converting display bitmap 0000022EAFB98DB0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   2.09103] added dtor for bitmap 0000022EAFB9C9C0, func 00007FF80319118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.09112] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.09117] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.09412] removed dtor for bitmap 0000022EAFB9C9C0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   2.09512] converting display bitmap 0000022EAFB989D0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   2.09577] added dtor for bitmap 0000022EAFB9C9C0, func 00007FF80319118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.09584] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.09589] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.09864] removed dtor for bitmap 0000022EAFB9C9C0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   2.09956] converting display bitmap 0000022EAB9BA090 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   2.09968] added dtor for bitmap 0000022EAFB9C9C0, func 00007FF80319118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.09975] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.09981] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10000] removed dtor for bitmap 0000022EAFB9C9C0
d3d      D         d3d_disp.cpp:894  d3d_destroy_display_internals    [   2.10008] waiting for display 0000022EA9F21590's thread to end
d3d      W         d3d_disp.cpp:603  d3d_destroy_device               [   2.10477] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1557 d3d_display_thread_proc          [   2.11159] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11211] removed dtor for font 0000022EAB991880
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11239] removed dtor for sub_bitmap 0000022EAB9BA280
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11247] removed dtor for sub_bitmap 0000022EAB9BA470
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11254] removed dtor for sub_bitmap 0000022EAB9E3180
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11261] removed dtor for sub_bitmap 0000022EAB9E42F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11267] removed dtor for sub_bitmap 0000022EAB9E3750
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11274] removed dtor for sub_bitmap 0000022EAB9E3560
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11281] removed dtor for sub_bitmap 0000022EAB9E4AB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11287] removed dtor for sub_bitmap 0000022EAB9E2F90
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11294] removed dtor for sub_bitmap 0000022EAB9E44E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11300] removed dtor for sub_bitmap 0000022EAB9E3370
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11305] removed dtor for sub_bitmap 0000022EAB9E3F10
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11311] removed dtor for sub_bitmap 0000022EAB9E46D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11318] removed dtor for sub_bitmap 0000022EAB9E3940
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11324] removed dtor for sub_bitmap 0000022EAB9E3B30
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11330] removed dtor for sub_bitmap 0000022EAB9E48C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11336] removed dtor for sub_bitmap 0000022EAB9E4CA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11342] removed dtor for sub_bitmap 0000022EAB9E3D20
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11347] removed dtor for sub_bitmap 0000022EAB9E4100
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11354] removed dtor for sub_bitmap 0000022EAB9E7AD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11404] removed dtor for sub_bitmap 0000022EAB9E6D40
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11412] removed dtor for sub_bitmap 0000022EAB9E7500
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11419] removed dtor for sub_bitmap 0000022EAB9E6B50
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11425] removed dtor for sub_bitmap 0000022EAB9E7CC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11430] removed dtor for sub_bitmap 0000022EAB9E5FB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11436] removed dtor for sub_bitmap 0000022EAB9E7120
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11442] removed dtor for sub_bitmap 0000022EAB9E61A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11449] removed dtor for sub_bitmap 0000022EAB9E78E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11456] removed dtor for sub_bitmap 0000022EAB9E6F30
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11462] removed dtor for sub_bitmap 0000022EAB9E7310
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11468] removed dtor for sub_bitmap 0000022EAB9E76F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11472] removed dtor for sub_bitmap 0000022EAB9E6390
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11476] removed dtor for sub_bitmap 0000022EAB9E6580
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11480] removed dtor for sub_bitmap 0000022EAB9E6770
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11486] removed dtor for sub_bitmap 0000022EAB9E6960
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11491] removed dtor for sub_bitmap 0000022EAB9E81B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11495] removed dtor for sub_bitmap 0000022EAB9E8D50
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11501] removed dtor for sub_bitmap 0000022EAB9E8F40
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11507] removed dtor for sub_bitmap 0000022EAB9E8590
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11513] removed dtor for sub_bitmap 0000022EAB9E9AE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11518] removed dtor for sub_bitmap 0000022EAB9E8B60
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11523] removed dtor for sub_bitmap 0000022EAB9E98F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11529] removed dtor for sub_bitmap 0000022EAB9E8970
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11533] removed dtor for sub_bitmap 0000022EAB9E9CD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11540] removed dtor for sub_bitmap 0000022EAB9E7FC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11545] removed dtor for sub_bitmap 0000022EAB9E83A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11549] removed dtor for sub_bitmap 0000022EAB9E9130
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11553] removed dtor for sub_bitmap 0000022EAB9E9700
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11558] removed dtor for sub_bitmap 0000022EAB9E8780
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11562] removed dtor for sub_bitmap 0000022EAB9E9320
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11567] removed dtor for sub_bitmap 0000022EAB9E9510
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11571] removed dtor for sub_bitmap 0000022EAB9EB900
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11575] removed dtor for sub_bitmap 0000022EAB9EB140
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11581] removed dtor for sub_bitmap 0000022EAB9EBAF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11587] removed dtor for sub_bitmap 0000022EAB9EBCE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11593] removed dtor for sub_bitmap 0000022EAB9E9FD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11598] removed dtor for sub_bitmap 0000022EAB9EA1C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11606] removed dtor for sub_bitmap 0000022EAB9EA3B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11611] removed dtor for sub_bitmap 0000022EAB9EA5A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11616] removed dtor for sub_bitmap 0000022EAB9EA790
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11621] removed dtor for sub_bitmap 0000022EAB9EA980
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11626] removed dtor for sub_bitmap 0000022EAB9EB330
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11632] removed dtor for sub_bitmap 0000022EAB9EB710
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11637] removed dtor for sub_bitmap 0000022EAB9EAF50
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11642] removed dtor for sub_bitmap 0000022EAB9EAB70
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11647] removed dtor for sub_bitmap 0000022EAB9EB520
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11653] removed dtor for sub_bitmap 0000022EAB9EAD60
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11658] removed dtor for sub_bitmap 0000022EAFB73B20
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11664] removed dtor for sub_bitmap 0000022EAFB73D10
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11670] removed dtor for sub_bitmap 0000022EAFB73740
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11675] removed dtor for sub_bitmap 0000022EAFB73360
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11681] removed dtor for sub_bitmap 0000022EAFB73F00
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11686] removed dtor for sub_bitmap 0000022EAFB74E80
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11690] removed dtor for sub_bitmap 0000022EAFB73170
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11695] removed dtor for sub_bitmap 0000022EAFB73930
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11700] removed dtor for sub_bitmap 0000022EAFB748B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11705] removed dtor for sub_bitmap 0000022EAFB746C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11711] removed dtor for sub_bitmap 0000022EAFB740F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11718] removed dtor for sub_bitmap 0000022EAFB742E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11727] removed dtor for sub_bitmap 0000022EAFB74AA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11732] removed dtor for sub_bitmap 0000022EAFB74C90
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11737] removed dtor for sub_bitmap 0000022EAFB73550
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11744] removed dtor for sub_bitmap 0000022EAFB744D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11750] removed dtor for sub_bitmap 0000022EAFB76CA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11754] removed dtor for sub_bitmap 0000022EAFB75D20
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11760] removed dtor for sub_bitmap 0000022EAFB75560
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11765] removed dtor for sub_bitmap 0000022EAFB766D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11769] removed dtor for sub_bitmap 0000022EAFB75F10
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11775] removed dtor for sub_bitmap 0000022EAFB768C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11781] removed dtor for sub_bitmap 0000022EAFB75370
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11786] removed dtor for sub_bitmap 0000022EAFB75750
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11790] removed dtor for sub_bitmap 0000022EAFB75180
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11794] removed dtor for sub_bitmap 0000022EAFB76100
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11800] removed dtor for sub_bitmap 0000022EAFB75B30
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11807] removed dtor for sub_bitmap 0000022EAFB762F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11813] removed dtor for sub_bitmap 0000022EAFB764E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11819] removed dtor for sub_bitmap 0000022EAFB76AB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11824] removed dtor for sub_bitmap 0000022EAFB75940
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11830] removed dtor for sub_bitmap 0000022EAFB76E90
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11835] removed dtor for sub_bitmap 0000022EAFB79290
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11841] removed dtor for sub_bitmap 0000022EAFB79480
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11847] removed dtor for sub_bitmap 0000022EAFB78EB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11853] removed dtor for sub_bitmap 0000022EAFB79A50
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11859] removed dtor for sub_bitmap 0000022EAFB79E30
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11864] removed dtor for sub_bitmap 0000022EAFB7A210
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11868] removed dtor for sub_bitmap 0000022EAFB79860
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11873] removed dtor for sub_bitmap 0000022EAFB79670
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11879] removed dtor for sub_bitmap 0000022EAFB788E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11883] removed dtor for sub_bitmap 0000022EAFB78CC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11889] removed dtor for sub_bitmap 0000022EAFB79C40
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11893] removed dtor for sub_bitmap 0000022EAFB78AD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11898] removed dtor for sub_bitmap 0000022EAFB7A020
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11903] removed dtor for sub_bitmap 0000022EAFB7A5F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11909] removed dtor for sub_bitmap 0000022EAFB7A400
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11915] removed dtor for sub_bitmap 0000022EAFB790A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11922] removed dtor for sub_bitmap 0000022EAFB7ACD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11927] removed dtor for sub_bitmap 0000022EAFB7C410
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11933] removed dtor for sub_bitmap 0000022EAFB7BA60
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11937] removed dtor for sub_bitmap 0000022EAFB7BC50
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11941] removed dtor for sub_bitmap 0000022EAFB7B490
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11947] removed dtor for sub_bitmap 0000022EAFB7B680
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11953] removed dtor for sub_bitmap 0000022EAFB7C220
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11958] removed dtor for sub_bitmap 0000022EAFB7BE40
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11963] removed dtor for sub_bitmap 0000022EAFB7C030
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11968] removed dtor for sub_bitmap 0000022EAFB7B870
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11973] removed dtor for sub_bitmap 0000022EAFB7C600
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11979] removed dtor for sub_bitmap 0000022EAFB7B2A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11987] removed dtor for sub_bitmap 0000022EAFB7A8F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11992] removed dtor for sub_bitmap 0000022EAFB7B0B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.11997] removed dtor for sub_bitmap 0000022EAFB7AAE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12001] removed dtor for sub_bitmap 0000022EAFB7AEC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12005] removed dtor for sub_bitmap 0000022EAFB80050
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12011] removed dtor for sub_bitmap 0000022EAFB81F50
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12019] removed dtor for sub_bitmap 0000022EAFB813B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12023] removed dtor for sub_bitmap 0000022EAFB80620
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12028] removed dtor for sub_bitmap 0000022EAFB7F6A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12032] removed dtor for sub_bitmap 0000022EAFB7F890
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12035] removed dtor for sub_bitmap 0000022EAFB81B70
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12040] removed dtor for sub_bitmap 0000022EAFB80DE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12045] removed dtor for sub_bitmap 0000022EAFB81D60
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12049] removed dtor for sub_bitmap 0000022EAFB7FE60
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12053] removed dtor for sub_bitmap 0000022EAFB7FC70
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12057] removed dtor for sub_bitmap 0000022EAFB80BF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12061] removed dtor for sub_bitmap 0000022EAFB7EB00
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12066] removed dtor for sub_bitmap 0000022EAFB815A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12071] removed dtor for sub_bitmap 0000022EAFB80240
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12075] removed dtor for sub_bitmap 0000022EAFB7FA80
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12080] removed dtor for sub_bitmap 0000022EAFB80430
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12085] removed dtor for sub_bitmap 0000022EAFB80810
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12089] removed dtor for sub_bitmap 0000022EAFB80A00
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12092] removed dtor for sub_bitmap 0000022EAFB82140
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12097] removed dtor for sub_bitmap 0000022EAFB811C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12100] removed dtor for sub_bitmap 0000022EAFB7ECF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12106] removed dtor for sub_bitmap 0000022EAFB80FD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12111] removed dtor for sub_bitmap 0000022EAFB81790
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12115] removed dtor for sub_bitmap 0000022EAFB81980
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12119] removed dtor for sub_bitmap 0000022EAFB7EEE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12124] removed dtor for sub_bitmap 0000022EAFB82330
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12128] removed dtor for sub_bitmap 0000022EAFB82520
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12132] removed dtor for sub_bitmap 0000022EAFB7E910
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12136] removed dtor for sub_bitmap 0000022EAFB7F0D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12140] removed dtor for sub_bitmap 0000022EAFB7F2C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12144] removed dtor for sub_bitmap 0000022EAFB7F4B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12148] removed dtor for sub_bitmap 0000022EAFB87F70
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12152] removed dtor for sub_bitmap 0000022EAFB86A20
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12156] removed dtor for sub_bitmap 0000022EAFB85C90
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12159] removed dtor for sub_bitmap 0000022EAFB88160
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12165] removed dtor for sub_bitmap 0000022EAFB86070
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12170] removed dtor for sub_bitmap 0000022EAFB850F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12174] removed dtor for sub_bitmap 0000022EAFB873D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12179] removed dtor for sub_bitmap 0000022EAFB86450
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12184] removed dtor for sub_bitmap 0000022EAFB875C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12189] removed dtor for sub_bitmap 0000022EAFB84F00
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12195] removed dtor for sub_bitmap 0000022EAFB85E80
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12199] removed dtor for sub_bitmap 0000022EAFB86E00
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12205] removed dtor for sub_bitmap 0000022EAFB87B90
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12211] removed dtor for sub_bitmap 0000022EAFB86260
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12217] removed dtor for sub_bitmap 0000022EAFB86FF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12223] removed dtor for sub_bitmap 0000022EAFB852E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12227] removed dtor for sub_bitmap 0000022EAFB88350
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12231] removed dtor for sub_bitmap 0000022EAFB88540
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12234] removed dtor for sub_bitmap 0000022EAFB854D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12239] removed dtor for sub_bitmap 0000022EAFB86640
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12243] removed dtor for sub_bitmap 0000022EAFB86830
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12247] removed dtor for sub_bitmap 0000022EAFB856C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12251] removed dtor for sub_bitmap 0000022EAFB87D80
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12255] removed dtor for sub_bitmap 0000022EAFB86C10
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12259] removed dtor for sub_bitmap 0000022EAFB84930
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12264] removed dtor for sub_bitmap 0000022EAFB871E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12269] removed dtor for sub_bitmap 0000022EAFB84B20
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12274] removed dtor for sub_bitmap 0000022EAFB84D10
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12279] removed dtor for sub_bitmap 0000022EAFB877B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12284] removed dtor for sub_bitmap 0000022EAFB879A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12288] removed dtor for sub_bitmap 0000022EAFB858B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12294] removed dtor for sub_bitmap 0000022EAFB85AA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12298] removed dtor for sub_bitmap 0000022EAFB8C8B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12304] removed dtor for sub_bitmap 0000022EAFB8C4D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12309] removed dtor for sub_bitmap 0000022EAFB8C6C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12314] removed dtor for sub_bitmap 0000022EAFB8D260
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12319] removed dtor for sub_bitmap 0000022EAFB8E3D0
